iter	Passed	Remaining
620	4130	2520
621	4134	2512
622	4139	2504
623	4143	2496
624	4148	2488
625	4153	2481
626	4157	2473
627	4162	2465
628	4167	2457
629	4171	2450
630	4176	2442
631	4181	2434
632	4185	2426
633	4189	2418
634	4194	2410
635	4198	2403
636	4203	2395
637	4207	2387
638	4211	2379
639	4216	2371
640	4220	2364
641	4225	2356
642	4230	2349
643	4235	2341
644	4239	2333
645	4244	2326
646	4250	2318
647	4254	2311
648	4259	2303
649	4264	2296
650	4268	2288
651	4272	2280
652	4277	2272
653	4281	2265
654	4286	2257
655	4290	2250
656	4295	2242
657	4300	2235
658	4305	2228
659	4310	2220
660	4316	2213
661	4321	2206
662	4326	2199
663	4331	2191
664	4336	2184
665	4341	2177
666	4345	2169
667	4350	2162
668	4356	2155
669	4360	2147
670	4365	2140
671	4370	2133
672	4374	2125
673	4379	2118
674	4383	2110
675	4388	2103
676	4393	2096
677	4397	2088
678	4402	2081
679	4406	2073
680	4411	2066
681	4416	2059
682	4420	2051
683	4425	2044
684	4429	2036
685	4433	2029
686	4438	2021
687	4442	2014
688	4446	2007
689	4451	1999
690	4455	1992
691	4459	1985
692	4464	1977
693	4468	1970
694	4472	1962
695	4477	1955
696	4481	1948
697	4486	1941
698	4493	1935
699	4498	1927
700	4502	1920
701	4506	1913
702	4511	1905
703	4515	1898
704	4520	1891
705	4525	1884
706	4529	1877
707	4534	1870
708	4538	1862
709	4543	1855
710	4547	1848
711	4551	1841
712	4555	1833
713	4560	1826
714	4564	1819
715	4568	1812
716	4572	1804
717	4577	1797
718	4581	1790
719	4585	1783
720	4590	1776
721	4594	1769
722	4598	1761
723	4603	1754
724	4607	1747
725	4612	1740
726	4616	1733
727	4621	1726
728	4625	1719
729	4630	1712
730	4634	1705
731	4638	1698
732	4643	1691
733	4646	1684
734	4652	1677
735	4657	1670
736	4661	1663
737	4665	1656
738	4670	1649
739	4674	1642
740	4678	1635
741	4683	1628
742	4687	1621
743	4691	1614
744	4696	1607
745	4700	1600
746	4704	1593
747	4709	1586
748	4713	1579
749	4717	1572
750	4721	1565
751	4726	1558
752	4730	1551
753	4734	1544
754	4739	1537
755	4743	1531
756	4748	1524
757	4752	1517
758	4757	1510
759	4762	1503
760	4766	1497
761	4771	1490
762	4776	1483
763	4780	1476
764	4784	1469
765	4789	1463
766	4793	1456
767	4798	1449
768	4802	1442
769	4807	1435
770	4811	1429
771	4816	1422
772	4820	1415
773	4824	1408
774	4828	1401
775	4833	1395
776	4837	1388
777	4841	1381
778	4846	1374
779	4850	1368
780	4854	1361
781	4859	1354
782	4864	1348
783	4868	1341
784	4872	1334
785	4878	1328
786	4882	1321
787	4886	1314
788	4891	1308
789	4895	1301
790	4900	1294
791	4904	1288
792	4908	1281
793	4912	1274
794	4917	1267
795	4921	1261
796	4926	1254
797	4931	1248
798	4935	1241
799	4939	1234
800	4944	1228
801	4948	1221
802	4952	1215
803	4957	1208
804	4962	1201
805	4966	1195
806	4970	1188
807	4975	1182
808	4979	1175
809	4983	1169
810	4988	1162
811	4992	1155
812	4996	1149
813	5000	1142
814	5005	1136
815	5010	1129
816	5014	1123
817	5018	1116
818	5023	1110
819	5027	1103
820	5031	1097
821	5035	1090
822	5039	1083
823	5044	1077
824	5049	1071
825	5057	1065
826	5062	1059
827	5067	1052
828	5072	1046
829	5078	1040
830	5083	1033
831	5088	1027
832	5093	1021
833	5098	1014
834	5103	1008
835	5107	1001
836	5112	995
837	5116	989
838	5121	982
839	5125	976
840	5130	969
841	5134	963
842	5139	957
843	5145	951
844	5150	944
845	5155	938
846	5159	932
847	5164	925
848	5170	919
849	5174	913
850	5178	906
851	5182	900
852	5187	893
853	5192	887
854	5196	881
855	5201	875
856	5205	868
857	5210	862
858	5215	856
859	5219	849
860	5223	843
861	5227	836
862	5231	830
863	5235	824
864	5239	817
865	5243	811
866	5246	804
867	5250	798
868	5253	791
869	5256	785
870	5260	779
871	5263	772
872	5267	766
873	5271	759
874	5274	753
875	5278	747
876	5281	740
877	5285	734
878	5289	728
879	5292	721
880	5296	715
881	5299	709
882	5303	702
883	5306	696
884	5310	690
885	5313	683
886	5317	677
887	5320	671
888	5324	664
889	5328	658
890	5332	652
891	5336	646
892	5341	639
893	5344	633
894	5349	627
895	5353	621
896	5357	615
897	5361	609
898	5365	602
899	5369	596
900	5373	590
901	5377	584
902	5380	578
903	5384	571
904	5388	565
905	5392	559
906	5396	553
907	5400	547
908	5404	541
909	5409	534
910	5413	528
911	5418	522
912	5422	516
913	5426	510
914	5430	504
915	5435	498
916	5439	492
917	5443	486
918	5447	480
919	5451	474
920	5455	467
921	5459	461
922	5462	455
923	5466	449
924	5470	443
925	5474	437
926	5478	431
927	5482	425
928	5486	419
929	5490	413
930	5493	407
931	5497	401
932	5501	395
933	5505	389
934	5508	382
935	5512	376
936	5515	370
937	5519	364
938	5523	358
939	5527	352
940	5530	346
941	5534	340
942	5537	334
943	5541	328
944	5545	322
945	5548	316
946	5552	310
947	5555	304
948	5559	298
949	5562	292
950	5566	286
951	5570	280
952	5573	274
953	5577	268
954	5580	262
955	5584	257
956	5587	251
957	5591	245
958	5594	239
959	5598	233
960	5601	227
961	5605	221
962	5608	215
963	5612	209
964	5616	203
965	5620	197
966	5623	191
967	5626	186
968	5630	180
969	5633	174
970	5637	168
971	5640	162
972	5644	156
973	5648	150
974	5653	144
975	5658	139
976	5663	133
977	5668	127
978	5672	121
979	5676	115
980	5680	110
981	5685	104
982	5689	98
983	5693	92
984	5698	86
985	5702	80
986	5706	75
987	5710	69
988	5715	63
989	5719	57
990	5724	51
991	5728	46
992	5732	40
993	5736	34
994	5740	28
995	5745	23
996	5749	17
997	5753	11
998	5757	5
999	5761	0
65	45
991	4968	40
992	4972	35
993	4976	30
994	4980	25
995	4983	20
996	4987	15
997	4993	10
998	4997	5
999	5000	0

993	5461	32
994	5464	27
995	5467	21
996	5470	16
997	5473	10
998	5476	5
999	5479	0
