iter	RMSE
252	0.4660010025
253	0.4657433671
254	0.4655597434
255	0.4654271887
256	0.4652890655
257	0.4651944843
258	0.4650705734
259	0.4649182228
260	0.4648300592
261	0.4646369796
262	0.4645206757
263	0.4643965471
264	0.4642313656
265	0.4641059463
266	0.464008378
267	0.4639171371
268	0.4638207754
269	0.4636521328
270	0.4634925557
271	0.4633576106
272	0.4632316565
273	0.4631302023
274	0.4629816959
275	0.4628417697
276	0.4627142568
277	0.4625824907
278	0.4624543793
279	0.4623827318
280	0.4623077903
281	0.4621994024
282	0.4621289223
283	0.4619935587
284	0.4619271937
285	0.4618288095
286	0.4616676843
287	0.4615202974
288	0.4614174283
289	0.4613391946
290	0.4612692916
291	0.4612120251
292	0.4611229341
293	0.4610217007
294	0.4608154289
295	0.4606962201
296	0.4605782659
297	0.4604767775
298	0.4603819487
299	0.4602449468
300	0.4601469298
301	0.4601350636
302	0.4599960289
303	0.4598923806
304	0.4597605622
305	0.4596610052
306	0.4595503583
307	0.4594091208
308	0.4592555842
309	0.4591557177
310	0.4590447699
311	0.4589735674
312	0.4588472676
313	0.4587980661
314	0.4587000306
315	0.4585869366
316	0.4584706023
317	0.4583574408
318	0.4582751711
319	0.4582298554
320	0.4581648409
321	0.4580929161
322	0.4579781301
323	0.457846318
324	0.4577236348
325	0.4576692708
326	0.4575421416
327	0.4573635965
328	0.4572508771
329	0.4571994023
330	0.4570959525
331	0.457015868
332	0.4569385328
333	0.4568414304
334	0.456693822
335	0.4566322388
336	0.4565776038
337	0.4564184346
338	0.4563299203
339	0.4562383752
340	0.4561292627
341	0.4559870766
342	0.455895279
343	0.455756267
344	0.4556336212
345	0.4554900215
346	0.4554594423
347	0.4553841977
348	0.4552660088
349	0.455184646
350	0.4550373592
351	0.4549321196
352	0.4548288874
353	0.4547601108
354	0.4546890818
355	0.454658538
356	0.4545794161
357	0.4544018134
358	0.4543317696
359	0.454240508
360	0.4541757363
361	0.4540932602
362	0.4540365345
363	0.4539741814
364	0.4539246527
365	0.4537832707
366	0.4537439201
367	0.4536439685
368	0.45355032
369	0.4534802441
370	0.4534174414
371	0.4533306021
372	0.4532118041
373	0.4530944162
374	0.4529815148
375	0.4528557117
376	0.4527308196
377	0.4526126232
378	0.4524746993
379	0.4523167812
380	0.4521871778
381	0.4520908624
382	0.4519490403
383	0.4518070085
384	0.4516726376
385	0.4516150774
386	0.4515446343
387	0.4514515297
388	0.4513193775
389	0.4512512319
390	0.4511810816
391	0.4511053207
392	0.4509075571
393	0.4508155514
394	0.4507579783
395	0.4506753736
396	0.4505988857
397	0.4504109837
398	0.450290055
399	0.4501714421
400	0.450109221
401	0.449991713
402	0.4498388336
403	0.4497107455
404	0.4496276962
405	0.4495750153
406	0.4493608411
407	0.4492461731
408	0.4491770845
409	0.4490447486
410	0.4490035062
411	0.4489151914
412	0.4488298816
413	0.4487833806
414	0.4487382782
415	0.4485474688
416	0.4483924496
417	0.4483496254
418	0.4482361255
419	0.4481009435
420	0.4480523735
421	0.447985777
422	0.447913909
423	0.4478347871
424	0.4477135372
425	0.4476181407
426	0.4475094999
427	0.4474606896
428	0.4474205594
429	0.4473303562
430	0.447270455
431	0.4471885413
432	0.4470415058
433	0.4469963643
434	0.4469404856
435	0.446889227
436	0.4468402158
437	0.446731797
438	0.4466687755
439	0.4466318472
440	0.4465193518
441	0.4464797634
442	0.4463982946
443	0.4463026813
444	0.446261463
445	0.4461912067
446	0.4461296531
447	0.4460613339
448	0.4459742343
449	0.4458465543
450	0.4457373335
451	0.4456971632
452	0.4456043314
453	0.4455665765
454	0.4454553399
455	0.4453820616
456	0.4453138652
457	0.4452600331
458	0.4451971328
459	0.4451259366
460	0.445032462
461	0.4449761709
462	0.4448705389
463	0.4447933564
464	0.4446796946
465	0.44454376
466	0.4444853351
467	0.444441659
468	0.444317057
469	0.4442577275
470	0.4441515471
471	0.4440836123
472	0.4439630174
473	0.443892262
474	0.4437807997
475	0.4437278121
476	0.443663615
477	0.4435487553
478	0.4435047277
479	0.4434184186
480	0.4433200849
481	0.443243215
482	0.4431714939
483	0.4431221305
484	0.4430621468
485	0.4429570277
486	0.4428283826
487	0.4427406232
488	0.4426517323
489	0.4425997055
490	0.4424973588
491	0.4424469742
492	0.4423819258
493	0.4422602141
494	0.4422307498
495	0.4421338651
496	0.4420535237
497	0.441983159
498	0.4418844377
499	0.4418316902
500	0.441786637
501	0.4417305815
502	0.4416795217
503	0.44160875
504	0.4414727441
505	0.441324367
506	0.4412570229
507	0.4411873231
508	0.4411545815
509	0.4409738146
510	0.4409393244
511	0.4408334042
512	0.4407346658
513	0.4406649794
514	0.4405868597
515	0.4404490878
516	0.4403722522
517	0.4402805345
518	0.440178946
519	0.4401086788
520	0.4400104045
521	0.4398956295
522	0.4398242221
523	0.4397684903
524	0.4397109906
525	0.4396483526
526	0.4396126308
527	0.4395087161
528	0.4394186665
529	0.4393053738
530	0.4391852709
531	0.4391108208
532	0.4390381466
533	0.4389492087
534	0.4389282156
535	0.4388870286
536	0.4388278798
537	0.4387316181
538	0.4386601779
539	0.438548764
540	0.4384811327
541	0.4383964772
542	0.4382906064
543	0.4381768052
544	0.4380821638
545	0.4379788389
546	0.4378831061
547	0.437832199
548	0.4377678849
549	0.4376998578
550	0.4376486155
551	0.4375918685
552	0.4375194975
553	0.4374384569
554	0.4373729321
555	0.437222875
556	0.4371635147
557	0.4370689404
558	0.4369878887
559	0.4369151166
560	0.4368282416
561	0.4367352299
562	0.4366885726
563	0.4365923002
564	0.4365290282
565	0.4364473627
566	0.4363905868
567	0.4363296603
568	0.4362711966
569	0.4362320718
570	0.436156557
571	0.4360442046
572	0.4359338751
573	0.4358996331
574	0.4358608484
575	0.435789607
576	0.4356626172
577	0.4355535561
578	0.4355008261
579	0.4353990978
580	0.4353514225
581	0.4352665365
582	0.4351628349
583	0.435053432
584	0.4349820794
585	0.4348865746
586	0.4348221664
587	0.4347690777
588	0.4346689815
589	0.4346097959
590	0.4345249966
591	0.4344686585
592	0.4343865488
593	0.4343368811
594	0.4342336919
595	0.4340885826
596	0.4340017
597	0.433942673
598	0.4338801427
599	0.4337946938
600	0.4337108409
601	0.433638579
602	0.4335071417
603	0.4334022782
604	0.4333019858
605	0.4332152893
606	0.4331198319
607	0.4330206704
608	0.4329718507
609	0.4329086632
610	0.4328526965
611	0.4327946444
612	0.4327054865
613	0.4325830656
614	0.4325301467
615	0.4324528123
616	0.4324042491
617	0.4323425052
618	0.4322509666
619	0.4322098275
620	0.4321628647
621	0.4321120657
622	0.4320894124
623	0.4320271068
624	0.4319543136
625	0.4319068128
626	0.4318684871
627	0.4318021943
628	0.4317090578
629	0.4316554509
630	0.4316093027
631	0.4315489924
632	0.4314749572
633	0.431419917
634	0.4313620559
635	0.4312986932
636	0.4312310892
637	0.4311785655
638	0.4311151454
639	0.4310300698
640	0.4309718806
641	0.4309315518
642	0.4308561
643	0.4308360042
644	0.430800041
645	0.4307387083
646	0.4306479294
647	0.4305929192
648	0.4305143553
649	0.4303905299
650	0.430321267
651	0.4302451089
652	0.4301788826
653	0.4300956627
654	0.4300299362
655	0.42986243
656	0.4297830819
657	0.4297083683
658	0.4296678569
659	0.4296335561
660	0.4295874162
661	0.4295323135
662	0.4295080591
663	0.4294570955
664	0.4293880902
665	0.4292965412
666	0.429244308
667	0.4291752638
668	0.4291300545
669	0.429014009
670	0.4289688086
671	0.4288993457
672	0.4288093894
673	0.428742765
674	0.4286780734
675	0.4285980477
676	0.428550752
677	0.4285090854
678	0.4284467945
679	0.4283435269
680	0.4282779581
681	0.4282033463
682	0.4281385523
683	0.4280755945
684	0.4280174479
685	0.4279793859
686	0.4278918741
687	0.4278392292
688	0.427792646
689	0.4277144774
690	0.4276459002
691	0.4275940196
692	0.4275306027
693	0.4274665206
694	0.4274046937
695	0.4273221976
696	0.4272792431
697	0.4272041003
698	0.4271767017
699	0.4271170751
700	0.4270443108
701	0.4269729013
702	0.4269518398
703	0.4268733912
704	0.4268331096
705	0.4267774534
706	0.4267205756
707	0.4265833918
708	0.4265133641
709	0.4264570234
710	0.4264194425
711	0.4263307761
712	0.4262421452
713	0.4262015444
714	0.4261536789
715	0.4261006235
716	0.4260577965
717	0.4260029516
718	0.4259388167
719	0.4258848212
720	0.4258393519
721	0.4257882532
722	0.4257353883
723	0.4256639267
724	0.4256143057
725	0.4255484906
726	0.4255144926
727	0.4254750732
728	0.425413823
729	0.4253740234
730	0.4252773724
731	0.4252269354
732	0.4251005566
733	0.4250300024
734	0.4249528673
735	0.4248890762
736	0.4248154387
737	0.424772687
738	0.4247371005
739	0.4246925743
740	0.4246230307
741	0.4245778135
742	0.4245467845
743	0.4244787645
744	0.4243880236
745	0.4243182984
746	0.4242471597
747	0.4241996031
748	0.4241568841
749	0.424082176
750	0.4240108778
751	0.4239533994
752	0.4239140079
753	0.4238647754
754	0.4238254826
755	0.4237875635
756	0.4237524445
757	0.4237278982
758	0.4236573739
759	0.4236052648
760	0.4235459132
761	0.4235051203
762	0.423458676
763	0.4234081118
764	0.4233517422
765	0.4233110287
766	0.4232695357
767	0.4232077053
768	0.4231380374
769	0.4231091619
770	0.4230791774
771	0.4230598761
772	0.4230056006
773	0.4229572626
774	0.4228365995
775	0.4228101879
776	0.4227381785
777	0.422730896
778	0.4226640012
779	0.4226216615
780	0.4225618379
781	0.4225193248
782	0.4224676325
783	0.4224315524
784	0.4223742914
785	0.422294413
786	0.4222129255
787	0.4221149556
788	0.4220862007
789	0.4219942493
790	0.4219114253
791	0.421867495
792	0.4218315686
793	0.4217675727
794	0.4217236836
795	0.4216974853
796	0.4216261681
797	0.4215263086
798	0.4214812873
799	0.421410731
800	0.4213651792
801	0.4213130254
802	0.4212794343
803	0.4212467253
804	0.4212063962
805	0.421155154
806	0.4211149688
807	0.4210690629
808	0.4210463892
809	0.4210009475
810	0.4209415648
811	0.4208358061
812	0.4207959997
813	0.4207553493
814	0.4207141588
815	0.4206656918
816	0.4205913427
817	0.4205420273
818	0.4204851453
819	0.4204244068
820	0.4203957975
821	0.4203621177
822	0.4203193224
823	0.4202367724
824	0.4201978449
825	0.4201442941
826	0.4200930293
827	0.4200160404
828	0.4199612494
829	0.4199183012
830	0.4198780067
831	0.4198298562
832	0.4197115748
833	0.4196607207
834	0.4196349251
835	0.419554703
836	0.4195055758
837	0.4194724397
838	0.4194253982
839	0.419383355
840	0.4193484844
841	0.4193118593
842	0.4192507231
843	0.4192241308
844	0.4191564697
845	0.4191304085
846	0.4190942101
847	0.4190333764
848	0.4189830738
849	0.4189248874
850	0.4188591275
851	0.4187873562
852	0.418709898
853	0.4186803922
854	0.4186294771
855	0.4185383324
856	0.4184752129
857	0.4184295949
858	0.4183877228
859	0.4183384677
860	0.418255236
861	0.4182060328
862	0.4181693437
863	0.4181190508
864	0.4180556334
865	0.4180048492
866	0.4179841532
867	0.4179054082
868	0.4178746659
869	0.4178359952
870	0.4178236839
871	0.4177624151
872	0.4177380281
873	0.4177000073
874	0.4176272569
875	0.4175962091
876	0.417571488
877	0.4175417555
878	0.4174369336
879	0.4173717133
880	0.41731564
881	0.4172350252
882	0.4171852815
883	0.4171163392
884	0.4170636194
885	0.417039689
886	0.4170029985
887	0.4169681889
888	0.4169052949
889	0.4168238303
890	0.4167673186
891	0.41670049
892	0.4166528046
893	0.416564784
894	0.4165338922
895	0.4165196852
896	0.4164590376
897	0.416419634
898	0.4163904484
899	0.41632262
900	0.4162668154
901	0.4162420588
902	0.4162175323
903	0.4161847775
904	0.4161464117
905	0.4161134286
906	0.4160734996
907	0.4160249514
908	0.4159610571
909	0.4159283276
910	0.4158670347
911	0.415828826
912	0.4157401309
913	0.4157157943
914	0.4156404195
915	0.4156147486
916	0.4155665603
917	0.4155109891
918	0.415489537
919	0.4154420639
920	0.4154242518
921	0.4153898299
922	0.41532075
923	0.4152693038
924	0.4152460135
925	0.4152151312
926	0.4151472785
927	0.4151062172
928	0.4150221408
929	0.4149740779
930	0.4149379987
931	0.4148730006
932	0.414844587
933	0.4147862646
934	0.41473222
935	0.4146732941
936	0.4146081954
937	0.4145605636
938	0.4145007931
939	0.4144725813
940	0.4144191957
941	0.4143845479
942	0.4143265896
943	0.4142830673
944	0.4142640135
945	0.4142249712
946	0.4141945312
947	0.4141502419
948	0.4140942569
949	0.414060854
950	0.4140250868
951	0.413964967
952	0.413931931
953	0.413866893
954	0.4138490016
955	0.4137856357
956	0.4137722033
957	0.4137143777
958	0.4136848845
959	0.413647036
960	0.4135802884
961	0.4135134083
962	0.4134687861
963	0.4134479446
964	0.4134164673
965	0.4133386664
966	0.413295071
967	0.4132074664
968	0.4131858102
969	0.4131593891
970	0.4131144207
971	0.4130710511
972	0.413038737
973	0.4129832631
974	0.4129390419
975	0.4128638163
976	0.4128310403
977	0.4127661566
978	0.4127440783
979	0.4127135857
980	0.4126896983
981	0.412666704
982	0.4126181094
983	0.4125895559
984	0.4125368571
985	0.4125092713
986	0.412489904
987	0.4124451432
988	0.4124082998
989	0.4123802961
990	0.4123417885
991	0.4123142059
992	0.4122703504
993	0.4122136887
994	0.4121519541
995	0.4121357981
996	0.4120425692
997	0.4119985753
998	0.4119386125
999	0.4118993993
